일자,시가,고가,저가,종가,금액(백만),개인,기관,외국계,프로그램,외인비
2011-04-18,17820.0,17840.0,17320.0,17340.0,479931.0,159771.0,112386.0,32453.0,7135.0,50.88
2011-04-19,17060.0,17500.0,17060.0,17500.0,398692.0,66561.0,79621.0,843.0,13615.0,50.9
2011-04-20,17780.0,18320.0,17720.0,18320.0,581048.0,260222.0,162662.0,72934.0,64712.0,50.93
2011-04-21,18600.0,18740.0,18360.0,18560.0,503043.0,168407.0,68110.0,169197.0,99318.0,51.06
2011-04-22,18480.0,18540.0,18040.0,18080.0,341991.0,23535.0,148708.0,61631.0,53188.0,51.12
2011-04-25,18020.0,18220.0,17780.0,17780.0,257099.0,49673.0,62080.0,11535.0,26064.0,51.15
2011-04-26,17980.0,17980.0,17600.0,17940.0,340964.0,41274.0,41808.0,20443.0,26153.0,51.14
2011-04-27,18340.0,18540.0,18220.0,18480.0,487091.0,201557.0,19470.0,155528.0,144345.0,51.26
2011-04-28,18480.0,18540.0,17980.0,18000.0,378681.0,28335.0,55549.0,67698.0,64490.0,51.33
2011-04-29,18020.0,18160.0,17600.0,17860.0,382060.0,97971.0,48770.0,36777.0,16449.0,51.29
2011-05-02,18200.0,18740.0,18080.0,18640.0,604591.0,271624.0,178758.0,75309.0,69567.0,51.32
2011-05-03,18720.0,18800.0,18440.0,18760.0,474939.0,151067.0,114525.0,58897.0,8240.0,51.35
2011-05-04,18600.0,18680.0,18000.0,18300.0,474411.0,36280.0,22721.0,40579.0,98583.0,51.34
2011-05-06,17980.0,18280.0,17900.0,17980.0,426757.0,44858.0,14380.0,59600.0,28585.0,51.29
2011-05-09,18160.0,18220.0,17820.0,17820.0,243541.0,66336.0,31386.0,1654.0,113332.0,51.28
2011-05-11,17780.0,17900.0,17640.0,17840.0,397935.0,106069.0,53708.0,6764.0,118148.0,51.26
2011-05-12,17720.0,18020.0,17660.0,17700.0,491893.0,42950.0,67102.0,28228.0,272663.0,51.18
2011-05-13,17920.0,18480.0,17800.0,18320.0,610522.0,144671.0,266052.0,25343.0,147573.0,51.1
2011-05-16,18340.0,18380.0,17960.0,18020.0,291206.0,8759.0,29472.0,2605.0,131783.0,51.06
2011-05-17,17940.0,17960.0,17780.0,17800.0,206419.0,30000.0,6151.0,19470.0,36259.0,51.05
2011-05-18,17860.0,17980.0,17720.0,17860.0,296334.0,18090.0,25128.0,28180.0,105944.0,51.06
2011-05-19,17820.0,17960.0,17600.0,17600.0,343265.0,101810.0,45728.0,42602.0,135060.0,51.02
2011-05-20,17700.0,17740.0,17600.0,17640.0,195615.0,2907.0,14950.0,7508.0,20709.0,51.03
2011-05-23,17540.0,17700.0,17440.0,17460.0,246908.0,22038.0,27995.0,14146.0,41829.0,51.04
2011-05-24,17440.0,17680.0,17300.0,17300.0,252603.0,26111.0,10922.0,10056.0,53124.0,51.03
2011-05-25,17580.0,17580.0,17060.0,17120.0,275954.0,63271.0,62626.0,12147.0,47795.0,51.04
2011-05-26,17360.0,17600.0,17300.0,17580.0,243824.0,8804.0,43335.0,22061.0,6851.0,51.06
2011-05-27,17480.0,17980.0,17340.0,17820.0,382381.0,80728.0,87360.0,37411.0,4229.0,51.06
2011-05-30,17900.0,17900.0,17520.0,17680.0,181583.0,16810.0,31853.0,36392.0,42933.0,51.03
2011-05-31,17800.0,18280.0,17720.0,18040.0,431920.0,175086.0,11944.0,51077.0,98721.0,51.08
2011-06-01,18040.0,18240.0,17900.0,18220.0,284509.0,64745.0,48082.0,437.0,212.0,51.08
2011-06-02,17880.0,17940.0,17600.0,17660.0,294347.0,56232.0,13621.0,9291.0,20260.0,51.08
2011-06-03,17800.0,17800.0,17540.0,17700.0,178232.0,11837.0,4901.0,5836.0,89604.0,51.07
2011-06-07,17520.0,17780.0,17380.0,17740.0,267136.0,760.0,8969.0,13917.0,84598.0,51.08
2011-06-08,17700.0,17800.0,17500.0,17540.0,228123.0,11655.0,16376.0,8148.0,2385.0,51.11
2011-06-09,17540.0,17580.0,17300.0,17300.0,377093.0,105203.0,34156.0,32928.0,155804.0,51.08
2011-06-10,17400.0,17480.0,17020.0,17020.0,337889.0,90843.0,53331.0,25861.0,52538.0,51.09
2011-06-13,16880.0,17060.0,16760.0,17060.0,254968.0,18897.0,14152.0,77608.0,62642.0,51.03
2011-06-14,17020.0,17460.0,16960.0,17260.0,184087.0,19241.0,24973.0,20687.0,6623.0,51.02
2011-06-15,17320.0,17380.0,17020.0,17300.0,228319.0,2323.0,23939.0,18666.0,530.0,51.0
2011-06-16,17060.0,17160.0,16880.0,16960.0,202843.0,58814.0,20484.0,25451.0,113.0,50.99
2011-06-17,17020.0,17040.0,16060.0,16380.0,591658.0,150120.0,137866.0,100782.0,108880.0,50.95
2011-06-20,16260.0,16280.0,15900.0,16000.0,378293.0,98235.0,10665.0,146543.0,30142.0,50.87
2011-06-21,16000.0,16400.0,15960.0,16280.0,306097.0,19393.0,3633.0,24188.0,86359.0,50.87
2011-06-22,16480.0,16660.0,16440.0,16520.0,273659.0,34945.0,5770.0,6531.0,39706.0,50.89
2011-06-23,16500.0,16780.0,16400.0,16620.0,230353.0,40391.0,4255.0,57586.0,13479.0,50.92
2011-06-24,16420.0,17080.0,16420.0,17040.0,398531.0,107787.0,157142.0,65423.0,168394.0,50.88
2011-06-27,16940.0,16940.0,16560.0,16700.0,253793.0,35939.0,16211.0,20333.0,55607.0,50.87
2011-06-28,16800.0,17060.0,16620.0,16640.0,201273.0,14438.0,46170.0,11257.0,62217.0,50.88
2011-06-29,16960.0,16980.0,16640.0,16660.0,173720.0,4339.0,50542.0,32761.0,36912.0,50.92
2011-06-30,16660.0,16700.0,16420.0,16520.0,271200.0,38049.0,39043.0,44637.0,31758.0,50.95
2011-07-01,16860.0,17200.0,16760.0,17100.0,376709.0,88319.0,54472.0,51663.0,15364.0,50.99
2011-07-04,17400.0,17660.0,17380.0,17560.0,377445.0,139455.0,88378.0,30314.0,8306.0,51.01
2011-07-05,17600.0,17980.0,17560.0,17980.0,376402.0,182546.0,27625.0,97922.0,76401.0,51.11
2011-07-06,17860.0,17960.0,17740.0,17960.0,200755.0,51479.0,33384.0,7623.0,55665.0,51.12
2011-07-07,17960.0,17960.0,17580.0,17600.0,316986.0,27106.0,4642.0,14775.0,84758.0,51.11
2011-07-08,17600.0,17760.0,17460.0,17700.0,213430.0,11194.0,7021.0,24156.0,66213.0,51.13
2011-07-11,17600.0,17600.0,17240.0,17300.0,277461.0,47399.0,43714.0,7312.0,65664.0,51.13
2011-07-12,17200.0,17220.0,16920.0,17000.0,211319.0,34271.0,18540.0,15598.0,3417.0,51.12
2011-07-13,16960.0,17100.0,16720.0,16860.0,278331.0,70640.0,75906.0,38188.0,15288.0,51.14
2011-07-14,16700.0,16700.0,16460.0,16620.0,337606.0,161356.0,32960.0,69892.0,83224.0,51.09
2011-07-15,16600.0,16800.0,16420.0,16640.0,227114.0,72246.0,15485.0,91370.0,29346.0,51.03
2011-07-18,16560.0,16600.0,16220.0,16260.0,297423.0,151558.0,54972.0,53621.0,72563.0,50.99
2011-07-19,16120.0,16540.0,16120.0,16440.0,238441.0,14781.0,6799.0,50630.0,45632.0,50.96
2011-07-20,16800.0,17080.0,16780.0,17020.0,357559.0,137236.0,38197.0,74575.0,31473.0,50.99
2011-07-21,16920.0,17020.0,16640.0,16840.0,174121.0,17904.0,13979.0,23368.0,33076.0,51.01
2011-07-22,17000.0,17120.0,16840.0,17000.0,207797.0,44926.0,1375.0,62880.0,57537.0,51.04
2011-07-25,17000.0,17000.0,16680.0,16940.0,160105.0,868.0,24755.0,46292.0,20676.0,51.07
2011-07-26,16860.0,17020.0,16800.0,17000.0,190879.0,14787.0,14359.0,27209.0,75232.0,51.06
2011-07-27,16960.0,16960.0,16720.0,16900.0,169892.0,4087.0,14416.0,515.0,6899.0,51.07
2011-07-28,16560.0,16800.0,16520.0,16740.0,227323.0,6036.0,93383.0,50095.0,13692.0,51.14
2011-07-29,16920.0,17040.0,16740.0,16880.0,255326.0,22978.0,9154.0,73349.0,26236.0,51.18
2011-08-01,17100.0,17500.0,17100.0,17400.0,337910.0,139297.0,7477.0,92050.0,124609.0,51.25
2011-08-02,17060.0,17180.0,17000.0,17040.0,230441.0,14764.0,50122.0,13853.0,37291.0,51.24
2011-08-03,16800.0,16880.0,16480.0,16660.0,340145.0,51902.0,47644.0,33371.0,90480.0,51.21
2011-08-04,16780.0,16780.0,16300.0,16420.0,285026.0,55805.0,8818.0,72411.0,26598.0,51.16
2011-08-05,15840.0,16100.0,15780.0,15780.0,484485.0,111623.0,32180.0,147000.0,78769.0,51.05
2011-08-08,15400.0,15780.0,15200.0,15200.0,468890.0,13475.0,11337.0,30582.0,91840.0,51.04
2011-08-09,15000.0,15060.0,13920.0,14480.0,715295.0,124165.0,46453.0,130749.0,162879.0,50.92
2011-08-10,15200.0,15200.0,14400.0,14400.0,722172.0,212967.0,28956.0,82725.0,320164.0,50.81
2011-08-11,13760.0,14500.0,13760.0,14160.0,560364.0,123767.0,47854.0,99555.0,26873.0,50.76
2011-08-12,14420.0,14440.0,14000.0,14140.0,480218.0,55659.0,87158.0,44391.0,113760.0,50.78
2011-08-16,14700.0,15000.0,14520.0,15000.0,442998.0,150620.0,119424.0,108493.0,9516.0,50.98
2011-08-17,15020.0,15200.0,14820.0,15040.0,220058.0,22690.0,29355.0,22746.0,6820.0,51.02
2011-08-18,14960.0,14980.0,14060.0,14180.0,507853.0,147295.0,199413.0,37100.0,20212.0,51.09
2011-08-19,13760.0,13940.0,13440.0,13600.0,396429.0,47986.0,28247.0,58322.0,154819.0,51.02
2011-08-22,13680.0,14040.0,13660.0,13820.0,290627.0,64956.0,83123.0,29153.0,75410.0,50.98
2011-08-23,14000.0,14700.0,13980.0,14460.0,354975.0,94997.0,136196.0,20557.0,54880.0,50.98
2011-08-24,14480.0,14700.0,14000.0,14160.0,263590.0,55754.0,53979.0,52974.0,100327.0,51.03
2011-08-25,14740.0,14760.0,14420.0,14500.0,278593.0,65791.0,74084.0,22937.0,35130.0,51.04
2011-08-26,14340.0,14680.0,14340.0,14520.0,154798.0,28535.0,43443.0,30794.0,9931.0,51.03
2011-08-29,14840.0,14840.0,14480.0,14660.0,191215.0,14110.0,3977.0,11493.0,31639.0,51.03
2011-08-30,14820.0,14960.0,14720.0,14840.0,188134.0,31084.0,50083.0,45149.0,21227.0,51.09
2011-08-31,14940.0,14940.0,14620.0,14880.0,214644.0,3396.0,35544.0,25728.0,79015.0,51.11
2011-09-01,15180.0,15760.0,14880.0,15420.0,553684.0,229840.0,89871.0,305421.0,231609.0,51.35
2011-09-02,15300.0,15620.0,15260.0,15380.0,199136.0,13427.0,9734.0,15597.0,17991.0,51.36
2011-09-05,15100.0,15120.0,14600.0,14620.0,205972.0,39558.0,5563.0,23970.0,32538.0,51.33
2011-09-06,14520.0,14720.0,14200.0,14540.0,192184.0,19296.0,5223.0,14761.0,5786.0,51.32
2011-09-07,14660.0,15560.0,14660.0,15460.0,267743.0,101930.0,119584.0,10813.0,48745.0,51.28
2011-09-08,15600.0,16040.0,15560.0,15960.0,455135.0,181518.0,139950.0,49756.0,14627.0,51.32
2011-09-09,15700.0,16240.0,15540.0,15600.0,286622.0,34475.0,42135.0,36046.0,103983.0,51.33
2011-09-14,15600.0,15620.0,14820.0,15060.0,417965.0,28838.0,76359.0,63221.0,47320.0,51.24
2011-09-15,15680.0,15680.0,15300.0,15420.0,330414.0,28222.0,91486.0,71362.0,52648.0,51.19
2011-09-16,15880.0,16220.0,15840.0,15960.0,382494.0,194515.0,62139.0,47397.0,153528.0,51.23
2011-09-19,16000.0,16280.0,15760.0,16160.0,198922.0,44669.0,13163.0,65443.0,3993.0,51.27
2011-09-20,16220.0,16360.0,15920.0,16220.0,227672.0,42305.0,39856.0,26815.0,76789.0,51.24
2011-09-21,16380.0,16560.0,16020.0,16260.0,279976.0,68591.0,383.0,60237.0,114512.0,51.29
2011-09-22,15920.0,16000.0,15560.0,15800.0,242096.0,61459.0,40574.0,35853.0,77954.0,51.28
2011-09-23,15280.0,15600.0,15020.0,15160.0,335182.0,87160.0,14863.0,96635.0,116954.0,51.21
2011-09-26,15200.0,15740.0,15180.0,15500.0,372873.0,65700.0,148692.0,114978.0,95879.0,51.11
2011-09-27,16100.0,16100.0,15820.0,16080.0,265053.0,54354.0,6436.0,33969.0,48332.0,51.13
2011-09-28,16480.0,16500.0,15820.0,16140.0,396065.0,35890.0,64115.0,35530.0,76894.0,51.16
2011-09-29,16080.0,16960.0,16080.0,16740.0,459208.0,183534.0,136523.0,37006.0,34643.0,51.2
2011-09-30,16600.0,16800.0,16220.0,16800.0,426735.0,30206.0,56507.0,39235.0,20504.0,51.21
2011-10-04,16100.0,16640.0,15920.0,16560.0,535879.0,56652.0,133572.0,112593.0,58205.0,51.08
2011-10-05,16480.0,17000.0,16340.0,16840.0,539857.0,133190.0,231076.0,25183.0,97499.0,50.97
2011-10-06,17480.0,17580.0,16840.0,17100.0,522536.0,129823.0,99831.0,326.0,87244.0,50.98
2011-10-07,17300.0,17620.0,17000.0,17200.0,459549.0,752.0,102827.0,59979.0,54576.0,51.06
2011-10-10,17560.0,17700.0,17440.0,17480.0,303603.0,77789.0,48637.0,68473.0,8728.0,51.09
2011-10-11,17700.0,17700.0,17380.0,17620.0,402558.0,24907.0,89460.0,34668.0,68477.0,51.16
2011-10-12,17440.0,17980.0,17400.0,17960.0,379631.0,93419.0,103919.0,44557.0,27767.0,51.18
2011-10-13,17960.0,17980.0,17620.0,17800.0,290235.0,9847.0,25195.0,27550.0,15445.0,51.19
2011-10-14,17420.0,17880.0,17420.0,17720.0,192003.0,8478.0,13284.0,7432.0,27940.0,51.19
2011-10-17,17800.0,17900.0,17620.0,17800.0,189631.0,11513.0,6962.0,15162.0,43036.0,51.2
2011-10-18,17500.0,17860.0,17420.0,17660.0,244137.0,16232.0,46863.0,19249.0,26130.0,51.18
2011-10-19,17700.0,17720.0,17400.0,17720.0,188294.0,9594.0,14673.0,18391.0,38224.0,51.17
2011-10-20,17720.0,18400.0,17660.0,18140.0,518883.0,200783.0,192522.0,58365.0,11389.0,51.17
2011-10-21,18400.0,18500.0,18140.0,18340.0,428527.0,15073.0,29714.0,59573.0,9470.0,51.15
2011-10-24,18260.0,18860.0,18220.0,18820.0,351052.0,127269.0,40423.0,51303.0,70635.0,51.18
2011-10-25,18720.0,19020.0,18700.0,18900.0,345409.0,99171.0,19085.0,106971.0,43470.0,51.23
2011-10-26,18660.0,18920.0,18540.0,18680.0,232443.0,841.0,57141.0,43885.0,16825.0,51.18
2011-10-27,18580.0,18780.0,18380.0,18480.0,323667.0,28713.0,5459.0,61956.0,28705.0,51.15
2011-10-28,18560.0,18920.0,18540.0,18900.0,504382.0,62565.0,83317.0,108211.0,107155.0,51.13
2011-10-31,18820.0,19400.0,18660.0,19360.0,459146.0,129458.0,91097.0,38386.0,27004.0,51.17
2011-11-01,19360.0,19980.0,19240.0,19800.0,613517.0,168281.0,188753.0,63801.0,26578.0,51.16
2011-11-02,19400.0,19560.0,19320.0,19420.0,553598.0,55788.0,197230.0,228250.0,68291.0,50.99
2011-11-03,19240.0,19420.0,19160.0,19340.0,316855.0,23934.0,101714.0,70183.0,31022.0,50.93
2011-11-04,19660.0,20100.0,19640.0,20100.0,534202.0,176087.0,117948.0,1003.0,78976.0,50.93
2011-11-07,19920.0,20000.0,19720.0,19860.0,278984.0,20131.0,28004.0,55431.0,67958.0,50.95
2011-11-08,19720.0,19800.0,19300.0,19400.0,333824.0,19932.0,30212.0,16954.0,278.0,50.95
2011-11-09,19400.0,19760.0,19320.0,19700.0,379130.0,46853.0,6959.0,68090.0,118771.0,50.93
2011-11-10,19340.0,19460.0,18700.0,18700.0,593755.0,42536.0,68240.0,81354.0,10324.0,50.88
2011-11-11,18900.0,19680.0,18600.0,19660.0,468318.0,22943.0,104780.0,68854.0,4223.0,50.85
2011-11-14,19760.0,20040.0,19740.0,19920.0,282079.0,86037.0,30116.0,45666.0,23571.0,50.89
2011-11-15,19720.0,20000.0,19600.0,19920.0,232789.0,16159.0,49332.0,50287.0,1356.0,50.86
2011-11-16,19900.0,20060.0,19460.0,19500.0,335326.0,15600.0,10333.0,6174.0,42626.0,50.86
2011-11-17,19640.0,19840.0,19220.0,19600.0,253396.0,16144.0,9597.0,13455.0,47471.0,50.85
2011-11-18,19420.0,19540.0,19240.0,19260.0,315953.0,25401.0,8454.0,4838.0,102936.0,50.84
2011-11-21,19020.0,19200.0,18840.0,19000.0,242568.0,32559.0,8088.0,80856.0,50240.0,50.81
2011-11-22,19000.0,19420.0,18860.0,19260.0,231743.0,2044.0,24918.0,6031.0,14030.0,50.8
2011-11-23,18960.0,19200.0,18700.0,18700.0,288701.0,47926.0,17727.0,63208.0,61510.0,50.75
2011-11-24,18440.0,19060.0,18420.0,18860.0,256609.0,2923.0,58211.0,44772.0,22063.0,50.72
2011-11-25,18580.0,19060.0,18580.0,18940.0,221076.0,30814.0,62764.0,1833.0,28890.0,50.7
2011-11-28,19180.0,19640.0,19160.0,19560.0,308544.0,86024.0,44860.0,15481.0,20686.0,50.71
2011-11-29,19800.0,20100.0,19720.0,20100.0,551962.0,237116.0,13149.0,171368.0,185319.0,50.83
2011-11-30,20000.0,20200.0,19920.0,20080.0,396443.0,95616.0,57081.0,24854.0,79653.0,50.85
2011-12-01,20700.0,21600.0,20580.0,21480.0,735398.0,204028.0,139780.0,132430.0,252161.0,50.9
2011-12-02,21220.0,21420.0,20800.0,21000.0,465999.0,12537.0,108986.0,111484.0,165889.0,50.83
2011-12-05,21380.0,21460.0,21160.0,21320.0,317222.0,15941.0,42205.0,23206.0,79091.0,50.81
2011-12-06,21140.0,21400.0,20820.0,20880.0,308377.0,5822.0,126994.0,106296.0,32343.0,50.72
2011-12-07,21000.0,21360.0,20820.0,21120.0,417806.0,27264.0,156362.0,161657.0,152371.0,50.63
2011-12-08,21140.0,21660.0,20920.0,21280.0,555017.0,35802.0,38848.0,6733.0,102950.0,50.63
2011-12-09,20980.0,21480.0,20740.0,21060.0,292146.0,21773.0,81073.0,70117.0,45269.0,50.59
2011-12-12,21260.0,21680.0,21200.0,21680.0,262340.0,42738.0,17857.0,8554.0,36854.0,50.58
2011-12-13,21480.0,21500.0,21000.0,21000.0,282106.0,40909.0,47072.0,33261.0,25015.0,50.54
2011-12-14,20680.0,20900.0,20500.0,20800.0,436593.0,70450.0,75788.0,169051.0,16797.0,50.43
2011-12-15,20580.0,20720.0,20300.0,20300.0,347706.0,64171.0,53394.0,103077.0,38726.0,50.36
2011-12-16,20420.0,20900.0,20400.0,20900.0,254108.0,7701.0,9731.0,16420.0,16700.0,50.38
2011-12-19,20900.0,20900.0,19680.0,20140.0,416102.0,52795.0,26038.0,5893.0,87946.0,50.34
2011-12-20,20160.0,20580.0,20140.0,20240.0,279742.0,7453.0,50074.0,60253.0,31829.0,50.29
2011-12-21,20700.0,21140.0,20620.0,21140.0,426209.0,150843.0,23552.0,101294.0,63023.0,50.35
2011-12-22,20900.0,21060.0,20820.0,21040.0,223537.0,2723.0,38754.0,23514.0,2240.0,50.32
2011-12-23,21120.0,21480.0,21120.0,21360.0,263488.0,53167.0,10028.0,20068.0,64774.0,50.34
2011-12-26,21340.0,21500.0,21320.0,21320.0,133080.0,24742.0,87.0,40891.0,163.0,50.36
2011-12-27,21360.0,21600.0,21060.0,21460.0,242562.0,64174.0,27599.0,63405.0,4291.0,50.39
2011-12-28,21460.0,21460.0,21200.0,21220.0,235630.0,16830.0,4112.0,9215.0,66064.0,50.4
2011-12-29,21240.0,21540.0,21140.0,21160.0,233118.0,13328.0,9656.0,7419.0,16408.0,50.39
2012-01-02,21400.0,21600.0,21300.0,21600.0,282680.0,36929.0,113641.0,47972.0,89081.0,50.36
2012-01-03,21860.0,22100.0,21840.0,22100.0,373086.0,116126.0,33605.0,20842.0,148310.0,50.37
2012-01-04,22100.0,22200.0,21500.0,21600.0,372043.0,20817.0,18955.0,20823.0,19663.0,50.37
2012-01-05,21460.0,21580.0,21100.0,21100.0,368336.0,80945.0,28967.0,106493.0,48721.0,50.3
2012-01-06,21120.0,21320.0,20600.0,20800.0,391885.0,129357.0,1490.0,96908.0,31437.0,50.23
2012-01-09,20800.0,20820.0,20300.0,20320.0,394889.0,120393.0,35618.0,74379.0,33515.0,50.17
2012-01-10,20420.0,20720.0,20420.0,20520.0,421469.0,20391.0,45278.0,133167.0,106997.0,50.07
2012-01-11,20340.0,20480.0,20280.0,20420.0,389818.0,54215.0,14750.0,51010.0,12494.0,50.04
2012-01-12,20320.0,20580.0,20220.0,20560.0,378761.0,37954.0,20856.0,60816.0,75237.0,50.0
2012-01-13,20560.0,21000.0,20520.0,20920.0,305291.0,48756.0,6323.0,31435.0,88595.0,50.03
2012-01-16,20800.0,20800.0,20400.0,20600.0,239196.0,25166.0,5083.0,26216.0,23164.0,50.04
2012-01-17,20820.0,20960.0,20480.0,20720.0,355152.0,71280.0,18043.0,68351.0,99392.0,50.09
2012-01-18,21020.0,21040.0,20440.0,20600.0,317114.0,10075.0,72922.0,25429.0,39432.0,50.14
2012-01-19,20760.0,21440.0,20740.0,21440.0,474050.0,137632.0,34681.0,66495.0,121627.0,50.21
2012-01-20,21800.0,22100.0,21520.0,22100.0,561667.0,216193.0,43278.0,244345.0,160967.0,50.41
2012-01-25,21840.0,22500.0,21840.0,22280.0,507894.0,102481.0,13735.0,90506.0,142752.0,50.49
2012-01-26,22320.0,22420.0,21880.0,22260.0,393000.0,31732.0,2657.0,34676.0,80297.0,50.51
2012-01-27,22400.0,22500.0,22220.0,22500.0,285221.0,70847.0,21033.0,102855.0,69208.0,50.57
2012-01-30,22580.0,22600.0,22180.0,22300.0,366648.0,6475.0,60567.0,4324.0,15824.0,50.6
2012-01-31,22100.0,22400.0,21780.0,22140.0,481136.0,14931.0,62584.0,89059.0,90450.0,50.64
2012-02-01,22140.0,22140.0,21560.0,21580.0,499504.0,8723.0,141589.0,123538.0,8152.0,50.75
2012-02-02,21720.0,22080.0,21360.0,21600.0,485314.0,48704.0,139434.0,48759.0,116276.0,50.81
2012-02-03,21420.0,21680.0,21120.0,21320.0,380342.0,75070.0,49674.0,3041.0,35579.0,50.79
2012-02-06,21680.0,21820.0,21320.0,21480.0,342042.0,5020.0,26510.0,25652.0,15220.0,50.81
2012-02-07,21540.0,21920.0,21460.0,21860.0,259187.0,68232.0,1889.0,41407.0,74908.0,50.86
2012-02-08,21980.0,22000.0,21680.0,21840.0,258430.0,1089.0,40239.0,24073.0,21481.0,50.89
2012-02-09,21740.0,21800.0,21200.0,21680.0,513797.0,110419.0,39445.0,21416.0,100278.0,50.85
2012-02-10,21680.0,21680.0,21220.0,21240.0,397162.0,54289.0,23904.0,26662.0,29677.0,50.84
2012-02-13,21380.0,21780.0,21340.0,21660.0,346215.0,80320.0,1329.0,55518.0,1916.0,50.88
2012-02-14,21680.0,21780.0,21480.0,21600.0,266708.0,3083.0,14221.0,10575.0,62314.0,50.9
2012-02-15,21960.0,22760.0,21840.0,22700.0,642394.0,249695.0,101654.0,111120.0,57667.0,50.99
2012-02-16,22600.0,22800.0,22420.0,22700.0,349496.0,38354.0,37865.0,6196.0,17490.0,51.0
2012-02-17,23180.0,23600.0,23120.0,23520.0,406109.0,105531.0,19914.0,113223.0,37450.0,51.07
2012-02-20,23560.0,23880.0,23320.0,23500.0,336858.0,24666.0,38493.0,57232.0,13696.0,51.11
2012-02-21,23500.0,23960.0,23300.0,23600.0,255474.0,12395.0,35640.0,27919.0,25087.0,51.14
2012-02-22,23640.0,24000.0,23440.0,23940.0,280572.0,36923.0,20947.0,59345.0,426.0,51.19
2012-02-23,23460.0,23580.0,23020.0,23200.0,540325.0,58651.0,6716.0,128503.0,24985.0,51.14
2012-02-24,23060.0,23720.0,23060.0,23600.0,334946.0,21592.0,25423.0,16013.0,57574.0,51.17
2012-02-27,23480.0,23600.0,23180.0,23420.0,197063.0,2966.0,15896.0,14572.0,2875.0,51.19
2012-02-28,23920.0,24000.0,23620.0,23700.0,396598.0,20135.0,27033.0,32989.0,54118.0,51.18
2012-02-29,23820.0,24180.0,23820.0,24120.0,415273.0,78187.0,1592.0,71768.0,10875.0,51.25
2012-03-02,24300.0,24340.0,23580.0,23640.0,431099.0,33435.0,28522.0,25043.0,15096.0,51.26
2012-03-05,23800.0,23820.0,23320.0,23480.0,262293.0,30207.0,8922.0,9294.0,7035.0,51.26
2012-03-06,23580.0,23860.0,23340.0,23600.0,249327.0,4409.0,18838.0,12878.0,31473.0,51.24
2012-03-07,23500.0,23660.0,23300.0,23440.0,270799.0,8486.0,64708.0,32107.0,79695.0,51.22
2012-03-08,23600.0,23720.0,23300.0,23600.0,477632.0,26227.0,107409.0,27654.0,94908.0,51.12
2012-03-09,23820.0,24620.0,23760.0,24600.0,442079.0,78215.0,31066.0,32166.0,34268.0,51.14
2012-03-12,24480.0,24520.0,24200.0,24200.0,288041.0,31259.0,66717.0,73463.0,54737.0,51.07
2012-03-13,24000.0,24580.0,24000.0,24420.0,292667.0,1467.0,27934.0,72591.0,80537.0,51.03
2012-03-14,24600.0,25100.0,24600.0,25000.0,458175.0,8797.0,13880.0,12835.0,68573.0,51.04
2012-03-15,25020.0,25200.0,24840.0,25000.0,351663.0,26071.0,40329.0,74180.0,41297.0,50.99
2012-03-16,25200.0,25340.0,24760.0,24760.0,452268.0,35853.0,1954.0,44579.0,29782.0,50.97
2012-03-19,24700.0,25360.0,24680.0,25200.0,298154.0,10932.0,8251.0,3013.0,26674.0,50.97
2012-03-20,25340.0,25540.0,25200.0,25340.0,303024.0,20082.0,1740.0,26819.0,8401.0,50.98
2012-03-21,25200.0,25200.0,24840.0,24840.0,323223.0,57114.0,19470.0,74194.0,13350.0,50.92
2012-03-22,24700.0,25260.0,24700.0,25160.0,318056.0,16201.0,15165.0,32626.0,41551.0,50.9
2012-03-23,24860.0,25480.0,24860.0,25220.0,274301.0,10936.0,13995.0,17662.0,29.0,50.92
2012-03-26,25360.0,25500.0,25220.0,25500.0,234725.0,1325.0,8915.0,24889.0,29561.0,50.92
2012-03-27,25700.0,26220.0,25520.0,26220.0,368009.0,27502.0,26980.0,53915.0,25791.0,50.96
2012-03-28,26000.0,26160.0,25900.0,26040.0,258199.0,34038.0,4598.0,32468.0,15723.0,50.93
2012-03-29,25980.0,25980.0,25600.0,25600.0,300843.0,39257.0,6405.0,5581.0,9863.0,50.93
2012-03-30,25400.0,25600.0,25140.0,25500.0,388086.0,33802.0,46442.0,49255.0,25765.0,50.95
2012-04-02,25500.0,25980.0,25220.0,25980.0,322860.0,6733.0,600.0,24073.0,6447.0,50.97
2012-04-03,26400.0,26780.0,26040.0,26700.0,436828.0,61650.0,45700.0,66132.0,16406.0,51.02
2012-04-04,26620.0,27020.0,26300.0,26400.0,389282.0,25451.0,14827.0,28831.0,65242.0,51.01
2012-04-05,26040.0,26700.0,25940.0,26600.0,339867.0,7678.0,18007.0,694.0,5356.0,51.01
2012-04-06,26540.0,26680.0,26260.0,26640.0,272600.0,30231.0,20704.0,2578.0,22200.0,51.01
2012-04-09,26400.0,26600.0,26120.0,26340.0,226497.0,42587.0,223.0,17969.0,10644.0,50.99
2012-04-10,26280.0,26400.0,26140.0,26220.0,293869.0,17169.0,16026.0,51012.0,11044.0,50.95
2012-04-12,25660.0,25980.0,25360.0,25460.0,644525.0,115779.0,35707.0,128719.0,14371.0,50.84
2012-04-13,25300.0,25540.0,25200.0,25360.0,896722.0,87319.0,141122.0,135608.0,43049.0,50.86
2012-04-16,25460.0,25520.0,25000.0,25180.0,385565.0,51549.0,4628.0,53237.0,40973.0,50.84
